Source,Block Name,Variable Name,Variable Description,Value,Value Description
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,-9,Missed section
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,0,No
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1500,a5: Participant lives overseas: COVID1,2,No
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,-11,Trips/quads
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,-9,Missed section
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,0,No
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1510,a5: Participant has travelled outside their home country since Oct 2019: COVID1,2,No
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-2,Not been outside home country
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1520,Trip 1: Participant has been anywhere else since 1/10/19: COVID1,2,No
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-3,Taken < 2 overseas trips
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-2,Not been outside home country
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1530,Trip 2: Participant has been anywhere else since 1/10/19: COVID1,2,No
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-3,Taken < 3 overseas trips
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-2,Not been outside home country
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1540,Trip 3: Participant has been anywhere else since 1/10/19: COVID1,2,No
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-3,Taken < 4 overseas trips
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-2,Not been outside home country
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1550,Trip 4: Participant has been anywhere else since 1/10/19: COVID1,2,No
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-3,Taken < 5 overseas trips
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-2,Not been outside home country
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,1,Yes
ALSPAC,wave1m,covid1m_1560,Trip 5: Participant has been anywhere else since 1/10/19: COVID1,2,No
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-11,Trips/quads
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-9,Missed section
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-8,Unresolvable
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_1650,DV: Number of overseas trips taken: COVID1,6,6 or more trips
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,1," Yes, Had symptoms at some point"
ALSPAC,wave1m,covid1m_2000,a6a1: Participant ever had a decrease in appetite since Oct: COVID1,2,"No, did not have symptoms at all"
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2001,a6a1:  Participant had a decrease in appetite in Oct: COVID1,2,No
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2002,a6a1: Participant had a decrease in appetite in Nov: COVID1,2,No
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2003,a6a1:  Participant had a decrease in appetite in Dec: COVID1,2,No
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2004,a6a1:  Participant had a decrease in appetite in Jan: COVID1,2,No
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2005,a6a1:  Participant had a decrease in appetite in Feb: COVID1,2,No
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2006,a6a1:  Participant had a decrease in appetite in Mar: COVID1,2,No
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2007,a6a1:  Participant had a decrease in appetite in Apr: COVID1,2,No
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-5,Checked no boxes in a6a1
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2008,a6a1:  Participant had a decrease in appetite in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-5,Checked no boxes in a6a2
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,1," Yes, Had symptoms at some point"
ALSPAC,wave1m,covid1m_2010,a6a2: Participant ever had nausea and/or vomiting since Oct: COVID1,2,"No, did not have symptoms at all"
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-5,Checked no boxes in a6a2
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2011,a6a2:  Participant had nausea and/or vomiting in Oct: COVID1,2,No
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-5,Checked no boxes in a6a2
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2012,a6a2:  Participant had nausea and/or vomiting in Nov: COVID1,2,No
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-5,Checked no boxes in a6a2
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2013,a6a2:  Participant had nausea and/or vomiting in Dec: COVID1,1,Yes
